,Filename,text,language
0,ben_0040.wav,nibandh 13 Naam edit Kholi Jodi Ishwar Chandra Vidyasagar College,bengali
0,ben_0041.wav,porabazar Birha tritiya Bhag,bengali
0,ben_0042.wav,akhono Bhalo Kono Karen piney,bengali
0,ben_0043.wav,Computer Science and Engineering Vibhag,bengali
0,ben_0044.wav,Itna German Bhasha uchcharan Prathmik Bhakti path,bengali
0,ben_0045.wav,Ek Jima niye Kichu Sadharan Kotha janabo,bengali
0,ben_0046.wav,BPO Bhagya chhilo Hazrat Musa,bengali
0,ben_0047.wav,jatiyo Puraskar se rajaun upyog chobi,bengali
0,ben_0048.wav,Ada Mod Te Prothom 6 June sabse prasiddh,bengali
0,ben_0049.wav,80 kilo Shesh pesh Aadhar match,bengali
0,ben_0050.wav,Sahi Bhasha Te Sarkari bhabhi 18 Charan anusaran Kora uchit,bengali
0,ben_0051.wav,Dharma samparke Montu bukute kiye bolun,bengali
0,ben_0052.wav,taramachi Tuti Niyam sarvadhik guruthulu,bengali
0,ben_0053.wav,shish Mausam ke Bima ne,bengali
0,ben_0054.wav,ichcha 80rrb Bhasha thankyou prastut shabd,bengali
0,ben_0055.wav,Jetha Bole Chand nibandh Jyotish DNA Uttar Jila,bengali
0,ben_0056.wav,Bangladeshi Khadya AVN Bangladeshi March,bengali
0,ben_0057.wav,Asal Naam chilo Everton f,bengali
0,ben_0058.wav,Darjeeling gallery episode Darjeeling,bengali
0,ben_0059.wav,Irani Mulakat ki Bhasha Parivar bhasha prachalit,bengali
0,ben_0060.wav,Gori Tere Bin Na khetra Paye hai,bengali
0,ben_0061.wav,Vishesh auto kritim Tejas po po that Sampark active fall love,bengali
0,ben_0062.wav,Pramod Kichu udaharan Deva Ho lo,bengali
0,ben_0063.wav,Wikipedia Apna Oppo gane Jonno dhonnobad,bengali
0,ben_0064.wav,videshi Shabd Bangla Protibad nikaalen Niti Mala Dekhun Wikipedia Bangla bhasha videshi Shabd prativarti Karan,bengali
0,ben_0065.wav,top Army song Chester Kochi,bengali
0,ben_0066.wav,October ki rokom kachakachi template poriborton Kore,bengali
0,ben_0067.wav,sylhet on Chole tar Mon Tomay Islamic prachar Ghate,bengali
0,ben_0068.wav,James Gregory abhineta marketing abhineta,bengali
0,ben_0069.wav,Islamic Itihas O Sanskriti,bengali
0,ben_0070.wav,Anup in Shatabdi Te Nari Mukti AVN Adhikar Rog ka Aandolan a Teeny Chilam Exxon group to Purna vyaktitva,bengali
0,ben_0071.wav,bhashan Darshan Bhasha joke tintara Sampark ko,bengali
0,ben_0072.wav,purono uthakar Ekti Prachin Masjid,bengali
0,ben_0073.wav,100 shot prastuti babohar Kora,bengali
0,ben_0074.wav,Bangla bhasha Wikipedia ke Ek tippani Vishva ko hisab Dekhte chai,bengali
0,ben_0075.wav,a template Bangladeshi upazila somporke to nibandh lekhan Tu Hi coronavirus Hai,bengali
0,ben_0076.wav,oh vishwakosh Kanu bujhte Pasina,bengali
0,ben_0077.wav,Apna Koi onshow are Kora darkar name,bengali
0,ben_0078.wav,Jaruri avsthi Vishwavidyalay hotath Kore Bhule Jawa bortoman a Pora Lekha niye Khoob Vastu achi,bengali
0,ben_0079.wav,rxt Kotha nibandh circular format angreji Wiki anusilon code,bengali
0,ben_0080.wav,apara dhonnobad Dikshit lekhak jodna,bengali
0,ben_0081.wav,Bangla pedia copyrighted Malik Asiatic Society of Bangladesh,bengali
0,ben_0082.wav,topic Prothom Prakash airpory link Diya Kila,bengali
0,ben_0083.wav,Jodi Apna Ukhane account Virat,bengali
0,ben_0084.wav,dukher Vishay castor kurte giye Ami niche Notun Kono nibandh Ho dete parchina,bengali
0,ben_0085.wav,ETA Amar Lekha Prothom nibandh,bengali
0,ben_0086.wav,Humayun Azad likha actor Upar Nache,bengali
0,ben_0087.wav,Etawah bishakto ki Jante Amrohi,bengali
0,ben_0088.wav,joutuk coronavirus ke amicolon,bengali
0,ben_0089.wav,ITI Kolkata Vishwavidyalay mahine natok store Degree College,bengali
0,ben_0090.wav,are ho to avasthit Aankhen Dhaka Medical College Vatakara,bengali
0,ben_0091.wav,Jamuna Nadi Upar avasthit actor Shahrukh aur rail Setu,bengali
0,ben_0092.wav,Jamun Shabd paribahan Babu sthaniya Ekti template,bengali
0,ben_0093.wav,asole category toiri korar Lage Na,bengali
0,ben_0094.wav,Moha Vishva chhilo onek Boro Ami Jadhav na Kore Chilam,bengali
0,ben_0095.wav,Komala Ram actor current Bono,bengali
0,ben_0096.wav,Puli 2 Rasayan aur Ashwini Prajapati Vibhag,bengali
0,ben_0097.wav,ETA actor Vishwa kosh Rachana prokolpo,bengali
0,ben_0098.wav,Aadi kosh AVN prokrito kosh,bengali
0,ben_0099.wav,Shisha main college Sahakari sampadak chillin Ishwar Chandra Vidyasagar,bengali
0,ben_0100.wav,hydrogen sabse Halka Maulik padarth,bengali
0,ben_0101.wav,mohila der mudde 3 e-prothom alag Jago go Ne Tumko,bengali
0,ben_0102.wav,Phool banata Bhul hue the,bengali
0,ben_0103.wav,Jodhpur tukra Ho Mangal bro,bengali
0,ben_0104.wav,economy rashtriy nibandh Jonno Dekhun prajatantrik Ireland,bengali
0,ben_0105.wav,80 London sabse Chhota football Mart,bengali
0,ben_0106.wav,airport Bharti Hona Dhaka Medical College,bengali
0,ben_0107.wav,Karen teenie tar nibandh OT Prothom Patai dakait 88,bengali
0,ben_0108.wav,18 story short,bengali
0,ben_0109.wav,mulatu English Sathi Taj karane ka kirim Nahate hue,bengali
0,ben_0110.wav,Dhaka holiday Prothom proposed chillin Dhaka college Udyog ko f,bengali
0,ben_0111.wav,Bashir Bhag Banjo Dhoni do Idhar Hai,bengali
0,ben_0112.wav,Tu Buta ke dalne and coach,bengali
0,ben_0113.wav,Deepa Mul equation chilo awesome ko Pakhi O March,bengali
0,ben_0114.wav,Amar post abhi to thampuratti Aloe Vera ko,bengali
0,ben_0115.wav,Ishq Beparwah Amar Updesh Khub sohoj,bengali
0,ben_0116.wav,bhogolik Aakar Dixit ke Jhukta Raja Ekti Khud Ko rashtra,bengali
0,ben_0117.wav,a likhate Ho Le Shaitan click karun,bengali
0,ben_0118.wav,Rasayan Vibhag Dhaka Vishwavidyalaya Roshan Vibhag Bangladeshi it or not by Vibhag,bengali
0,ben_0119.wav,bhai apna ki Anurodh korbo Apna ki Samosa Hote nirdisht Kore bolun,bengali
0,ben_0120.wav,Bangladesh awami League Pratishtha Sadharan sampadak,bengali
0,ben_0121.wav,Manchester of bongobondhu jatiyo stadium,bengali
0,ben_0122.wav,she hobby she Prithvi Shaw,bengali
0,ben_0123.wav,Sadharan Jivani nibandh Hero Naam Sudhu matro Bhakti Nami with RK,bengali
0,ben_0124.wav,Amish Sampurna angreji Wiki anusaran korechi,bengali
0,ben_0125.wav,Chini baudh Dharm Mein prachar Shuru Hai,bengali
0,ben_0126.wav,thik ki Holo bujhte parchi na,bengali
0,ben_0127.wav,notancha Kudi aa Wikipedia the free Asha Jono Abhinandan,bengali
0,ben_0128.wav,ji Kshetra Dharma tatva Jo acche Shikha nicollet promotion,bengali
0,ben_0129.wav,motor muddin ki bhabe padatha begin nibandh Jhukta Bhalo hai,bengali
0,ben_0130.wav,dirgho Din Jabat Jhukta Rajya Rajdhani Londan Vishwas question,bengali
0,ben_0131.wav,best chahti prodhan nodi acche,bengali
0,ben_0132.wav,Teeny akkada reaction Kobe open Nashik abong Roman Kahin children,bengali
0,ben_0133.wav,Tik Tik Bhasha Vigyan vibhinn Bhasha Ki bhabe Kore,bengali
0,ben_0134.wav,Ragi bhai apna likha per Bhalo Laga Lo,bengali
0,ben_0135.wav,bought Diye Kora jabe dhonnobad,bengali
0,ben_0136.wav,dhonnobad druto link thik korar Jonno,bengali
0,ben_0137.wav,Ami Kali category Gulo Mujhe Devo,bengali
0,ben_0138.wav,tag culo surakshit uchit,bengali
0,ben_0139.wav,ration shop dishes to Chauk,bengali
0,ben_0140.wav,actor Vishwa Ami Khub biography,bengali
0,ben_0141.wav,hi obosheshe nibandh Baki Osho Army type Kore thik korbo,bengali
0,ben_0142.wav,ichcha ulat Jo Gora Chunar madhe acche vibhinn Itihaas Upar Nache,bengali
0,ben_0143.wav,Kintu Dil Ko Aqua Chhod Ta sharirik Kono Unnati Dekha Jaaye ne,bengali
0,ben_0144.wav,Joshua Jila School procat attend Dr Mohammad shahidullah Krishna Chandra Majumdar,bengali
0,ben_0145.wav,money pretty Mahadeshwara Jono act I template,bengali
0,ben_0146.wav,Quantum cat retorted Malik poster,bengali
0,ben_0147.wav,Datia Datia bahut maje le kishorganj,bengali
0,ben_0148.wav,poly cotton boxer ekane guruttopurno,bengali
0,ben_0149.wav,Uttar Kolkata Shahar sabse purana show,bengali
0,ben_0150.wav,Wikipedia Bangla bhasha German Shabd pratibhuti Karan nibandh at Anya aalochana Kothe per,bengali
0,ben_0151.wav,Great Britain British the Punja Shobha brihat dip,bengali
0,ben_0152.wav,nibandh Shuru Dekhe Mone 80 Kono Sthan samparke nibandh,bengali
0,ben_0153.wav,yahoodi Christo AVN Islam Dharm Mein secretin Nobi prerita Purush,bengali
0,ben_0154.wav,Prithibi theke on Ekta Lal Deccan Corona copper Naam Hote Lal,bengali
0,ben_0155.wav,Khoob actor Bhalo bar kharab Colony Ka Hona,bengali
0,ben_0156.wav,tirpude acche Liverpool AVN Manchester United,bengali
0,ben_0157.wav,Khan feelin it mote Chaturthi,bengali
0,ben_0158.wav,asali Pro choli to Bangla shabdon ke nibandh Shetty hawa uchit,bengali
0,ben_0159.wav,e Sampark ke 20 tarikh ko Dekhun Wikipedia ki Nohay,bengali
0,ben_0160.wav,Union Johnson ka niyantran commity aur niyantran Kaaj kare,bengali
0,ben_0161.wav,jyotirvigyan Sankranti duty Sadharan Sadharan madhumeh ki darane durvikkho prayojan ka nirdharan Kora Jai,bengali
0,ben_0162.wav,Asia Africa bohu Bhasha Portuguese bhasha ke shabd,bengali
0,ben_0163.wav,Bangladeshi Rajdhani Dhaka Shahar obosthito Ek Tamatar,bengali
0,ben_0164.wav,Maqsood bhai football at actor f,bengali
0,ben_0165.wav,Bhai bortoman Amar Kache hi paudhon Chobi 9,bengali
0,ben_0166.wav,nibandh Vishay Vastu porimoni Kono sambadpatra Hote hue the,bengali
0,ben_0167.wav,it article in cotonou Upar actor border reference dharana boy,bengali
0,ben_0168.wav,angreji Bhasha for Rashi Bhasha Jhutha Bhave Kannada Sarkari bhasha,bengali
0,ben_0169.wav,Binita deka,bengali
0,ben_0170.wav,Ammi ko active Rishta sampadan ecology,bengali
0,ben_0171.wav,Taka Sadharan eito Prothom aadhunik Bangla open Nashik Kora hoy,bengali
0,ben_0172.wav,Asha Kori Bhavishya Arrow paudhon Arjun corbyn,bengali
0,ben_0173.wav,Moha jagatik Mool Niti pocket ok Kannu Niti part of the ballroom 8888 aushadh,bengali
0,ben_0174.wav,jontro Sangeet Modi Ne Baat 2017 tar se tar,bengali
0,ben_0175.wav,Bangladeshi Rajdhani Dhaka Shahar ka AVN Prashasnik Thana,bengali
0,ben_0176.wav,sylhet Shahar avasthit active again or projukti Sahayak Sarkari Vishwavidyalay,bengali
0,ben_0177.wav,Rakhi Bhai Amar Mone hoy professor due to abba Tori Kote haway,bengali
0,ben_0178.wav,Ami bodhu theek bojhate parlam na,bengali
0,ben_0179.wav,German Naam a pretty pony coronavirus baypari 20 tarikh ko Dekhun Wikipedia Bangla bhasha German Shabd prativarti Karan bataen,bengali
0,ben_0180.wav,Ek vyakti Niti Mala Army prastav korechi Jaate ke prokolpo pata hai jo Kora jite per,bengali
0,ben_0181.wav,joke kara Kshetra Kichu Niti Mala Mini solar system,bengali
0,ben_0182.wav,Asha Kudi account ke near me to Pavan Wikipedia,bengali
0,ben_0183.wav,Rakhi Bhai onek Din Aage the ki Amar Chobi Jo kara Kotha chilo,bengali
0,ben_0184.wav,onek Din por Wikipedia yogdan Kollam,bengali
0,ben_0185.wav,Army Joker vyavastha korbo,bengali
0,ben_0186.wav,Misty talika Shuru Jonno Ashok ko dhanyvad,bengali
0,ben_0187.wav,Ja bortoman a Notun hall Nami porichito,bengali
0,ben_0188.wav,Apna ke awesome ko dhonnobad sambandhit Prakash ok,bengali
0,ben_0189.wav,asali October Jet Airways,bengali
0,ben_0190.wav,Paschim Bangla actress Khatu Sangeet Shilpi,bengali
0,ben_0191.wav,Ghare baire Re Upar Nache Rabindranath Thakur rochito uponnash,bengali
0,ben_0192.wav,Char bhai bonavita Kishor chillin shop thake Chhotu,bengali
0,ben_0193.wav,hi ignore marking angreji ucharan,bengali
0,ben_0194.wav,Sohar Bashir Bhag adhivashi British Irish,bengali
0,ben_0195.wav,Tu Khoon Naam chalo Punjab Cadet College,bengali
0,ben_0196.wav,80 Euro paid brihottomo deep abong prithibir Austin Bihar,bengali
0,ben_0197.wav,Teeny Kolkata Saraswati College Sabhi Khuda Ko,bengali
0,ben_0198.wav,udgeeth Pranayama ETA Pratham abiskar koren sad Jagadish Chandra Basu,bengali
0,ben_0199.wav,Mughal Samrajya Shobha Samrat Bahadur Shah,bengali
0,ben_0200.wav,Probot the mote Botal bolun,bengali
0,ben_0201.wav,Chadar Aage acche Manchester United,bengali
0,ben_0202.wav,Europe mahadesh annatama Pradhan Parivahan post,bengali
0,ben_0203.wav,bortoman A 80 Samajik Vigyan Vibhag anuvad Vibhag,bengali
0,ben_0204.wav,taji Bengali babohar Kora uchit,bengali
0,ben_0205.wav,Gramin jonosonkha niyantran commity Jonno Shankar Pori kolpona aur niyantran catch kare,bengali
0,ben_0206.wav,shop kitne protibondhi Karan Thakur mein,bengali
0,ben_0207.wav,Sita Dil Samosa banane ka Niyam,bengali
0,ben_0208.wav,Jamun Prathamesh sankshipt Parichay gana dikha do it,bengali
0,ben_0209.wav,rajshahi ilaka somporke Apna guruttopurno anbudan kamona Kursi,bengali
0,ben_0210.wav,Dhara Nakoda hai yeh pahchane actor nirdisht Kono Karan Mein hone ke Karan pravachan,bengali
0,ben_0211.wav,Asha Kori thik korar Sambhav Hobbit,bengali
0,ben_0212.wav,Ami Jibon biggan professor chachi,bengali
0,ben_0213.wav,Ireland Bolt Kintu Ireland dip Baje,bengali
0,ben_0214.wav,ITI Dhaka jogajog vyavastha Pradhan Kendra,bengali
0,ben_0215.wav,gobhi Shauk Adhyapak Shakal Jivani shuru kochina,bengali
0,ben_0216.wav,taenia kathare chillin Exxon Kobe open Nashik aur Rajniti bit,bengali
0,ben_0217.wav,Arsenal Football Club nibandh 30 nirbachito Kora Kora Kora,bengali
0,ben_0218.wav,Utsav Shabd Hota ekane Aakhri anuvad with action,bengali
0,ben_0219.wav,Vishesh Shristi Chada Chokher ostitto baccha Kora Jai na,bengali
0,ben_0220.wav,Kone nibandh the amount category Jokar Lal link dikhave,bengali
0,ben_0221.wav,Jani na ki bhabe Ghoshna dete Ho Paye,bengali
0,ben_0222.wav,computer precautions on the book to be shared Konaseema name,bengali
0,ben_0223.wav,ichcha ejb in action,bengali
0,ben_0224.wav,protibondhi coronavirus by pastor AMR Wikipedia Bangla bhasha videshi Shabd Prati aalochana Kochi,bengali
0,ben_0225.wav,Asha Kudi Bangla Wikipedia Apna opposite of Baitha,bengali
0,ben_0226.wav,samarthan bilayat Bangla Wiki Jyotish to Oppo Dun,bengali
0,ben_0227.wav,Rakhi bhai Ammi Maksud Indrajeet Kichu catch Kore Chilam,bengali
0,ben_0228.wav,Amar mote aalochana Hoyechilo,bengali
0,ben_0229.wav,wicket Amar kajar position Khan Kothi Dekhte Babu,bengali
0,ben_0230.wav,apni Kore Dile Bhalo Hoto,bengali
0,ben_0231.wav,Asha Kori Jana Bin ki bhabe Thakur,bengali
0,ben_0232.wav,Bengali sahityik aur chalao Chitra porichalok,bengali
0,ben_0233.wav,Ami tar Kache Jante Chai pini Ki Chaal,bengali
0,ben_0234.wav,Bijoy dibosh Bangladeshi Bijoy dibosh,bengali
0,ben_0235.wav,Dukhi tu aur Nau Bhai Ki Holo theek bujhte Pari nai,bengali
0,ben_0236.wav,Teeny mulatu poton vibhinn Vigyan Patrika AVN vaigyanik golpo Kahini,bengali
0,ben_0237.wav,bosto Mane dpo Bhasha hisab angreji bhasha guruttopurno,bengali
0,ben_0238.wav,Prothom a college ka naam Rakha Hai East Pakistan Cadet College,bengali
0,ben_0239.wav,ATI Prachin Kal ke Desh t pot ok there are no quotes on your Desh,bengali
0,ben_0240.wav,Hira Chhotu Aakar Grah Jamun Buddha photo,bengali
0,ben_0241.wav,Wikimedia Foundation active Unmukt prokolpo,bengali
0,ben_0242.wav,3D song gram turn AutoCAD AC guruttopurno Vishva ghost,bengali
0,ben_0243.wav,Ukhane ATK best Boro korar likhechi 26 Ho,bengali
0,ben_0244.wav,nibandh x** purn anubad Kora Shesh,bengali
0,ben_0245.wav,dollar bortoman sadasyon talika Dekhte chai Dekhun Manchester United nibandh,bengali
0,ben_0246.wav,a Vishwavidyalay Prothom upachar show Bangladeshi through Kaushal Vishwavidyalay peacock doctor golem Rahman,bengali
0,ben_0247.wav,a couple ayojon Kore football league,bengali
0,ben_0248.wav,Aaru bistarito Bhave Chinta korle nijeke Ishwar chudan to bikosito Roop Bole Dhabi Corporation,bengali
0,ben_0249.wav,Unnati prokolpo Karan jyotirindranath,bengali
0,ben_0250.wav,Paschim Banga Jivan Bhar Kora Kora uchit,bengali
0,ben_0251.wav,Irshad doctor abong Pradhan card Chalo Chalo London,bengali
0,ben_0252.wav,Ek khane aaro acche Ek t art studio,bengali
0,ben_0253.wav,Apna ke awesome ko dhonnobad mulloban Updesh pradan jodna,bengali
0,ben_0254.wav,Asha Kori apni Kashti Chali Javed,bengali
0,ben_0255.wav,we keep ottoke originate Jonno Abhinandan,bengali
0,ben_0256.wav,apni Agali Wikipedia Bangladesh Sarfaroshi Shabd protibondhi Karan Dekhte,bengali
0,ben_0257.wav,Bangladeshi irakkam Ghut Ghut To Teri Hai,bengali
0,ben_0258.wav,algorithm computer beginner actor Malik Vishal,bengali
0,ben_0259.wav,ITI Bangladeshi brihat Bhaskar,bengali
0,ben_0260.wav,likhane nishchit Samosa samadhan,bengali
0,ben_0261.wav,Teeny Bulletin aitihasik upanyas lekhak Jonno wicked,bengali
0,ben_0262.wav,idhar uthikkum showy children Dhaka Vishwavidyalay Chhatra neta,bengali
0,ben_0263.wav,Ami Amar Bhul Puchte parchi,bengali
0,ben_0264.wav,jukto Rajjo probashi Exxon Bangladeshi lekhika AVN open Nashik,bengali
0,ben_0265.wav,topic Ami Chester korbo Kotha Sambhav cast,bengali
0,ben_0266.wav,Rakhi Bhai short thick Banana for AC,bengali
0,ben_0267.wav,Ishwar Chandra Vidyasagar rochito actor Granth and Naam,bengali
0,ben_0268.wav,Etah Dekhte sobuj ronge Lamba kare hue Tha Ke,bengali
0,ben_0269.wav,nibandh x** nirbasito Vegas,bengali
0,ben_0270.wav,ji gana Kotha juktakkhor achi se Gulli ki mujhe Devo dhanyvad,bengali
0,ben_0271.wav,khane ki Chhu offer Nahin to Chhori trade Naam Ocean Maar Naam De hona,bengali
0,ben_0272.wav,ki bolun Asha Kori Amra Bullet camp Safal Kothay pabo,bengali
0,ben_0273.wav,Akon shiranami shatak kivabe thik korbo taaja nale Khushi Ho,bengali
0,ben_0274.wav,are bolun ki eto dukkho aur khoma Prakash Dwarka,bengali
0,ben_0275.wav,vitamin A herbal Utsav,bengali
0,ben_0276.wav,Kachi Zafar Ahmed Bangladeshi Sab Ek Pradhanmantri,bengali
0,ben_0277.wav,angreji Wikipedia Ka Chamatkar udaharan,bengali
0,ben_0278.wav,amount somoy tahat aashay Death Note,bengali
0,ben_0279.wav,ki kahani Roop aur with Ki Kore toiri Kora Hi Ekti anime series,bengali
0,ben_0280.wav,Tu Khoon Jamuna Nadi ostitto Khilauna AVN sirajganj tangail,bengali
0,ben_0281.wav,Prakriti chahti Maulik Pollard Mahakal show,bengali
0,ben_0282.wav,corner padarth Vigyan on Ek guruttopurno Vishay bortoman adrishya Boss 2,bengali
0,ben_0283.wav,Ireland Uttar Paschim Europe atlantik mohasagor obosthito activity,bengali
0,ben_0284.wav,angreji Wikipedia Sahitya Nobel puraskar nibandh,bengali
0,ben_0285.wav,Bangladeshi Prachin Kirti Khand,bengali
0,ben_0286.wav,Nameer Asal barnan Mohammad shahidullah,bengali
0,ben_0287.wav,top 80 English football tritiya Shobha ko Vibhag,bengali
0,ben_0288.wav,sammobadi Kazi Nazrul Islam at ka brother,bengali
0,ben_0289.wav,are Bangladeshi Pradhan Mantri talika dete Holi ka Illada Prabhu Deva uchit,bengali
0,ben_0290.wav,onek Din por Amar edit Shuru golden,bengali
0,ben_0291.wav,Amitabh ke desh ko ek bar female ko sataya Tara Kono jawab De,bengali
0,ben_0292.wav,Kudi Utsav Bangladeshi Purano Ekti bhai Utsav,bengali
0,ben_0293.wav,token price shop European jaati open niveshak prashasan per Jonno Portuguese Bhasha Bahar Koto,bengali
0,ben_0294.wav,Ami Sudhu Apna link Daya Rishta Thi anuvad Qureshi,bengali
0,ben_0295.wav,is niche duty total ok Lagana acche,bengali
0,ben_0296.wav,topi likhane Tasha ful misreported,bengali
0,ben_0297.wav,Karen HSC Te Amar Ji begin society Khilona,bengali
0,ben_0298.wav,Prothom a a Holland Naam chilo Dhaka hall,bengali
0,ben_0299.wav,apni Baki Pata Gulo Tu Hi Kot Payal,bengali
0,ben_0300.wav,Champawat O Ami bujhte Bhul korechi,bengali
0,ben_0301.wav,8 Visakha calculus Maulik Upadhyay Sampark it,bengali
0,ben_0302.wav,Chhoti Chitra Ekti vishwakosha Ekti khubi guruttopurno Osho,bengali
0,ben_0303.wav,Hazrat Muhammad Shah ke photo,bengali
0,ben_0304.wav,a wish your community for robot 3 Wikipedia Bangla bhasha Shabd Prati pati karodpati,bengali
0,ben_0305.wav,Ninja Kachhi kharap Lage,bengali
0,ben_0306.wav,Ami Oppo show Khoob agrohi Chilam,bengali
0,ben_0307.wav,Vishesh Kore Rakhi bhai apna Abhinandan ko Shahadat Jonno Apna ke Vishesh dhanyvad,bengali
0,ben_0308.wav,dhonnobad balite nibandh Bhumika niye Apna Mota mota,bengali
0,ben_0309.wav,Ti Ne niche a Pratishthan parichalak,bengali
0,ben_0310.wav,niche ki Chhota Khule Dhara bolo,bengali
0,ben_0311.wav,Egmore to Najuk Hote To Kumta boys chalo matro 10 Mas,bengali
0,ben_0312.wav,Mumbai Bharat actually Bharti Abhinetri,bengali
0,ben_0313.wav,Anugraha Kore abhidha Ne Aankhon Se dekh pan,bengali
0,ben_0314.wav,Bangla sahityer Kotha Sukumar Sen shop Tum from scholar,bengali
0,ben_0315.wav,hydrogen prastut Kora Khub sohoj,bengali
0,ben_0316.wav,Papi Chulo nucleya shokti utpadan prakriya Aadi Purush,bengali
0,ben_0317.wav,hi bumper Rajniti Bade police Hathi auto kavathekar Kahin shuru,bengali
0,ben_0318.wav,Kobita for Gan Baat Dil shop prabhavshali Rachana Hote chote Golpo,bengali
0,ben_0319.wav,Wikipedia nirbachito nibandh Holo eckankar Sher nibandh,bengali
0,ben_0320.wav,Itihas Vibhag ke yogdan Kore Chilam,bengali
0,ben_0321.wav,prithibir ekmatra prakrutik upagraha AVN soura Jagat Pancham Bihar upagraha,bengali
0,ben_0322.wav,ITI Vishay Prothom Peshawar football league,bengali
0,ben_0323.wav,apni show my pahle ETA 1 to dekh le Bhalo hai,bengali
0,ben_0324.wav,Dekhi Kora Jai ki na,bengali
0,ben_0325.wav,Kintu shekhane Amar Tula Kono Chobi Jo kurte parchina,bengali
0,ben_0326.wav,Jolly obostha shokti utpadan AVN Parivahan Toral Bahar ko raha hai,bengali
0,ben_0327.wav,are Ruthe Jonno Anugraha Kore Wikipedia Bangla bhasha videshi Shabd prativarti Karun Dekho,bengali
0,ben_0328.wav,Paris France Amazon Forest Open Nashik,bengali
0,ben_0329.wav,link debit Jono dhanyvad bade bhai theek Aaj,bengali
0,ben_0330.wav,18 anuvad Ek Anokhi Chhota Baki acche,bengali
0,ben_0331.wav,Soumitra Chattopadhyay Abhineet Tu Ekti Bangla cholochitro,bengali
0,ben_0332.wav,EPS 30 amount nibandh talika dekh abe Ja Parivartan Oppo apni Najar rakhte Chand,bengali
0,ben_0333.wav,Tarapur Army Re Bappa Re,bengali
0,ben_0334.wav,Dhaka Vishwavidyalaya nibandh Ami Kichu tottho Jo kurte chahie,bengali
0,ben_0335.wav,top Pharma ke death Hota niroshan Pata Tu Hi karata sakte ho,bengali
0,ben_0336.wav,jukto Raja Baki Osho ke Atlantic Mahasagar Uttar Sagar English Channel AVN Hira Sagar,bengali
0,ben_0337.wav,Hrithik Roshan beach Tha ke Koi bich the ke Gachi,bengali
